source_name,channel_type,date,ad_spend,impressions,clicks,leads,revenue
University Ads,ads,2024-07-23,8946.57,622879,46238,4144,15986.91
Email Campaign,email,2024-10-13,3766.35,330012,18214,78,14248.25
HH.ru,job,2023-06-25,7227.93,510081,8249,4382,5975.66
Avito.ru,ads,2024-09-11,7776.54,218997,47346,3201,3517.2
Email Campaign,email,2023-07-30,2363.34,553635,33991,1119,15142.65
VK Group,social,2024-03-22,4605.3,313767,23677,3028,5058.48
Facebook Ads,ads,2024-08-08,5345.36,26360,32275,2663,5271.49
VK Group,social,2023-06-16,4201.19,518593,49516,350,13056.95
HH.ru,job,2024-04-04,3899.01,286358,48234,430,15886.84
Avito.ru,ads,2023-12-23,7177.78,954726,18513,2285,11855.48
Google Ads,ads,2023-10-31,2942.8,344423,39742,1928,17757.17
HH.ru,job,2023-08-21,7384.52,241964,3866,482,4623.14
University Ads,ads,2023-11-23,9415.4,830735,41455,2145,5422.08
Official Website,web,2023-07-01,6086.78,794772,39924,3431,12920.63
HH.ru,job,2024-09-25,6502.91,24698,26156,4972,16672.68
Facebook Ads,ads,2023-11-30,1620.39,503548,8399,3038,11017.36
Facebook Ads,ads,2024-12-15,8780.29,694962,36431,2097,702.44
HH.ru,job,2023-01-29,3569.03,126544,43966,3368,13700.39
Email Campaign,email,2024-12-14,6535.46,287091,7949,265,16364.86
Official Website,web,2023-04-03,9812.01,62338,13871,3879,5892.6
University Ads,ads,2024-11-18,6359.52,438753,29704,1453,1556.87
HH.ru,job,2023-11-26,7522.39,32469,6135,548,10600.06
Email Campaign,email,2024-12-23,5007.88,671846,15204,3397,1322.03
Facebook Ads,ads,2023-07-03,1543.29,607065,8059,1833,8612.33
Facebook Ads,ads,2023-04-05,8178.39,29371,3296,867,847.45
Avito.ru,ads,2024-10-10,1314.99,247511,36999,141,4886.85
HH.ru,job,2023-12-19,7305.92,697884,19559,2925,8082.04
Official Website,web,2023-09-22,1206.29,253549,512,4846,2678.26
Telegram Channel,social,2024-10-08,8760.75,662241,27834,2596,2726.04
Official Website,web,2024-10-17,2418.72,861533,8774,3384,16627.7
Facebook Ads,ads,2023-01-19,5628.44,294618,11251,2041,1307.77
Facebook Ads,ads,2024-10-07,6374.36,350347,36715,1935,13934.84
VK Group,social,2024-09-17,5117.91,220409,8894,2011,16382.4
Facebook Ads,ads,2024-05-13,4066.87,117644,24458,4387,3049.09
University Ads,ads,2023-05-19,5210.33,188213,33949,2337,4309.73
Word of Mouth,referral,2024-09-28,3802.74,125468,28943,3581,13009.12
HH.ru,job,2024-12-16,4943.1,538693,24146,3381,6655.11
Official Website,web,2024-07-26,4230.22,274297,8316,3991,9790.25
Word of Mouth,referral,2024-06-08,6095.84,821563,8489,675,16802.05
Email Campaign,email,2023-09-12,3141.32,816112,41482,1656,3190.67
Telegram Channel,social,2023-03-26,9897.91,226305,17625,4576,12583.22
University Ads,ads,2024-04-02,5507.83,194716,10345,4517,18876.76
Official Website,web,2024-06-15,2747.46,507816,17604,4618,1620.6
Word of Mouth,referral,2024-07-15,5293.6,110887,12459,1173,1670.13
Telegram Channel,social,2024-11-06,8797.74,431499,31748,2935,11317.48
VK Group,social,2023-04-02,1196.26,111347,4627,4524,19221.48
University Ads,ads,2024-08-22,7115.99,856789,45535,4008,4799.24
University Ads,ads,2023-03-10,5931.71,753259,26469,834,6950.44
VK Group,social,2023-02-06,2526.02,912289,6793,742,2423.64
HH.ru,job,2023-05-20,8357.29,553934,37771,4496,7563.82
VK Group,social,2024-11-10,4319.96,967308,32923,1597,1364.48
University Ads,ads,2024-07-19,3644.22,26036,23242,3674,8087.33
University Ads,ads,2023-06-27,8453.13,541014,13514,4766,11332.01
Word of Mouth,referral,2024-09-09,6746.73,112326,35131,36,19512.59
Facebook Ads,ads,2023-05-17,9084.33,444376,28374,2680,16458.57
Telegram Channel,social,2023-07-09,6668.95,945778,41350,893,16530.28
VK Group,social,2024-10-01,7667.36,886555,15150,136,4948.81
Telegram Channel,social,2023-12-08,8528.01,228163,18478,1489,2201.08
VK Group,social,2024-07-12,1492.66,937672,17318,2338,12259.96
Email Campaign,email,2023-01-05,7984.44,811535,38138,328,10662.19
University Ads,ads,2023-09-14,6523.36,363581,14372,2498,10571.83
Facebook Ads,ads,2024-10-23,1625.57,171639,14626,350,2625.66
Word of Mouth,referral,2023-08-31,5577.2,660539,14842,4799,10130.76
Facebook Ads,ads,2024-12-20,1742.12,513782,42974,4224,3431.94
Facebook Ads,ads,2024-02-19,7623.52,114968,43661,4883,8731.23
Facebook Ads,ads,2024-09-18,5918.52,295835,34369,4105,1712.17
Telegram Channel,social,2024-12-07,9582.16,130931,15395,4490,17209.41
VK Group,social,2023-12-09,2648.22,865524,15653,1615,757.01
Google Ads,ads,2024-11-12,6454.3,967576,44381,4191,18816.8
Email Campaign,email,2024-01-14,2904.24,850550,21172,2418,17326.39
Official Website,web,2024-08-16,6526.58,829565,4236,3063,15175.86
Facebook Ads,ads,2024-10-27,7503.85,812325,14805,2849,19659.74
HH.ru,job,2024-10-14,7500.74,615690,16503,1118,1549.49
Telegram Channel,social,2023-05-26,8335.67,928160,17516,4464,13011.14
Word of Mouth,referral,2023-11-19,8681.95,837552,41884,3214,17061.39
Official Website,web,2023-05-02,1695.45,90632,46815,3222,2969.03
Google Ads,ads,2023-09-09,4089.4,853950,19758,4552,11903.11
HH.ru,job,2023-11-07,7184.1,222055,11953,1935,8181.48
Google Ads,ads,2024-08-23,5487.28,29854,28469,1088,8998.63
Official Website,web,2024-04-19,2716.08,980716,47221,4410,18294.22
Facebook Ads,ads,2024-07-23,5974.39,752879,847,1986,11003.7
HH.ru,job,2024-05-06,4666.92,321840,43426,2828,2318.61
Google Ads,ads,2024-07-28,4510.34,349726,48939,4639,18775.72
Word of Mouth,referral,2023-12-13,8287.78,376874,39872,2092,4111.62
VK Group,social,2024-05-01,4668.39,896497,17451,3570,17906.42
University Ads,ads,2024-04-17,1238.09,207564,48509,2739,19432.95
VK Group,social,2024-01-17,1522.57,592083,3647,1173,17617.83
Official Website,web,2023-10-07,8706.2,296704,32811,1024,13704.11
Telegram Channel,social,2023-03-13,9645.41,623999,29111,4746,14999.26
University Ads,ads,2024-06-04,7195.68,640865,19282,3454,14147.41
Email Campaign,email,2024-01-01,4279.31,650212,35883,768,9480.23
Word of Mouth,referral,2023-04-04,9447.4,752191,2123,3104,5851.18
Email Campaign,email,2024-01-08,6965.23,352535,8692,4389,6057.55
HH.ru,job,2023-12-05,8599.0,130965,31209,122,14757.77
University Ads,ads,2024-03-12,7892.67,387278,20916,2430,12707.71
Email Campaign,email,2023-12-02,4412.25,716677,26599,4302,11905.24
Email Campaign,email,2024-10-25,5308.32,224611,26044,4998,13225.87
Google Ads,ads,2024-05-06,2675.19,781841,32362,831,15608.33
VK Group,social,2023-02-09,3628.13,922626,43380,3649,15092.65
Google Ads,ads,2023-12-25,8003.13,904101,36192,2455,2555.23
University Ads,ads,2024-07-27,9045.81,769669,18361,2209,7579.18
University Ads,ads,2023-09-11,7520.14,351524,43747,4296,5647.36
Official Website,web,2024-08-03,5186.56,797077,36543,1829,10995.65
Google Ads,ads,2024-02-02,1778.58,43146,23445,286,1697.61
Avito.ru,ads,2023-06-19,1512.53,782703,10211,1276,15368.05
VK Group,social,2024-11-20,4368.93,443093,16489,285,2577.28
University Ads,ads,2024-12-01,5174.4,925980,38401,2921,5792.34
Official Website,web,2024-05-25,6482.09,980240,9813,1340,15763.46
Google Ads,ads,2023-09-17,1058.41,447909,38043,1903,1505.42
VK Group,social,2024-08-06,9907.51,617348,36746,2353,13373.92
Google Ads,ads,2024-04-03,4275.45,161191,19953,3315,18527.33
Email Campaign,email,2024-06-12,8632.85,319823,9113,2398,12543.94
Official Website,web,2023-12-07,5814.7,531128,3193,602,14396.82
VK Group,social,2023-02-26,2173.96,495341,47644,4988,15949.2
Facebook Ads,ads,2023-08-06,8178.09,879013,11404,1397,4833.8
HH.ru,job,2024-09-10,7388.44,916556,32621,4005,11828.8
HH.ru,job,2024-11-15,5746.92,547451,26981,1544,6526.61
VK Group,social,2024-12-31,5630.98,755483,40486,4119,5365.16
Google Ads,ads,2024-04-08,1787.32,752489,30867,1073,4252.9
Official Website,web,2023-09-04,6902.64,370835,40845,3115,11915.9
HH.ru,job,2024-12-30,9201.21,565090,35418,3914,15993.37
Official Website,web,2024-01-08,1839.2,62175,34093,3315,17579.84
HH.ru,job,2024-02-21,3371.6,20111,16111,1913,8857.43
Email Campaign,email,2023-01-31,9120.77,645275,27232,3371,7771.53
Google Ads,ads,2024-01-03,3559.1,725296,41713,864,13902.48
Email Campaign,email,2024-07-12,6885.49,599814,40321,3514,15717.01
HH.ru,job,2024-10-07,5813.36,135588,9631,2905,5439.73
Facebook Ads,ads,2023-04-18,6366.95,555407,4656,4060,6297.17
Facebook Ads,ads,2024-08-06,4742.1,886643,2817,3822,10901.17
Email Campaign,email,2024-02-22,3699.92,202968,36260,1925,9165.52
Facebook Ads,ads,2024-09-11,1436.8,515830,24638,3008,14262.86
HH.ru,job,2024-02-02,7698.53,516729,46354,1351,10337.46
VK Group,social,2023-09-29,7714.84,661244,42122,2697,2676.18
Email Campaign,email,2024-11-13,7036.53,438755,38990,1871,3736.09
Telegram Channel,social,2023-04-26,6792.7,112473,43592,2465,18087.22
Google Ads,ads,2024-08-08,3193.45,754543,9900,3802,4934.27
Facebook Ads,ads,2023-09-13,1201.1,65387,39507,2873,1476.68
Facebook Ads,ads,2023-03-22,8278.44,233561,23502,3161,14763.36
University Ads,ads,2023-05-08,5420.25,183895,27324,3888,13838.22
Avito.ru,ads,2023-08-23,3761.54,341699,46313,3072,12201.48
Email Campaign,email,2024-07-06,1917.39,620478,4850,1318,10294.0
Word of Mouth,referral,2023-06-30,1564.49,769520,13920,1711,19406.82
Facebook Ads,ads,2023-06-06,4139.8,57418,35522,4423,2836.73
Google Ads,ads,2024-03-29,8242.63,366014,49407,4515,10448.17
Telegram Channel,social,2024-07-24,9268.51,58695,35937,3223,11498.88
Facebook Ads,ads,2024-12-04,9070.76,989440,18447,2028,938.61
Telegram Channel,social,2023-01-24,9280.01,662556,21078,256,8533.85
HH.ru,job,2024-04-17,9169.53,907451,13813,2234,15764.64
HH.ru,job,2024-02-04,5745.02,157490,40531,2868,9686.43
Avito.ru,ads,2024-08-14,2974.74,561030,31307,1377,17567.93
VK Group,social,2023-05-14,8182.42,220290,6403,4369,13073.58
Word of Mouth,referral,2024-02-25,2923.42,58028,6242,4273,15438.66
University Ads,ads,2023-08-01,3404.87,382279,42536,712,16187.36
Avito.ru,ads,2024-04-26,3099.29,87700,3855,1933,13945.25
Official Website,web,2023-12-14,5634.84,279762,48297,1560,15112.92
University Ads,ads,2023-06-15,3896.45,603204,930,1343,14058.56
Email Campaign,email,2023-12-14,2387.4,326772,46493,1808,11234.04
Google Ads,ads,2024-02-02,5078.56,754823,39442,3465,11547.39
Official Website,web,2024-08-05,8865.17,614987,13793,3375,4202.75
Official Website,web,2024-12-26,6134.98,357240,6221,673,16635.07
Avito.ru,ads,2024-03-10,8905.02,286869,28404,2637,6586.68
VK Group,social,2024-07-30,2762.85,182207,48394,2094,10946.87
Avito.ru,ads,2023-08-09,2502.76,913273,22558,2945,5366.14
Email Campaign,email,2023-11-04,6180.19,80223,34210,4652,14069.37
Facebook Ads,ads,2024-11-27,5169.96,908210,43224,4751,19515.79
Facebook Ads,ads,2024-12-19,6941.55,711329,43804,4983,16137.83
VK Group,social,2024-04-10,8151.64,498714,24163,4778,12572.36
Email Campaign,email,2023-04-09,7761.77,863554,45358,4477,11566.38
VK Group,social,2023-08-30,9480.35,280200,34712,4841,10050.54
Telegram Channel,social,2023-06-07,4584.31,384038,46117,2159,4496.94
Facebook Ads,ads,2024-09-01,2857.48,605246,49713,3436,7286.2
Official Website,web,2024-07-07,5958.21,725706,30645,489,8424.68
Word of Mouth,referral,2024-10-12,1996.69,928456,23327,2967,18919.1
Google Ads,ads,2023-08-15,3599.66,236140,300,3740,8798.87
Email Campaign,email,2024-02-27,2870.99,506885,16999,1360,11930.71
University Ads,ads,2023-03-13,4569.07,913991,5971,4022,18487.28
VK Group,social,2023-08-31,2000.95,546809,46385,709,10609.31
Google Ads,ads,2024-06-13,1286.58,545194,21934,2657,5403.27
University Ads,ads,2024-08-11,6911.15,267608,31425,1731,7929.62
Google Ads,ads,2023-02-14,6492.24,78514,21323,3169,7823.01
Word of Mouth,referral,2024-04-16,7375.23,253126,29646,343,14436.99
University Ads,ads,2024-01-06,6943.48,925592,22974,673,6274.35
Avito.ru,ads,2024-10-13,2028.65,839201,27072,788,14740.63
HH.ru,job,2024-11-19,3619.71,172347,3796,1233,17840.23
Avito.ru,ads,2023-04-02,2165.74,840198,42335,3464,7053.42
Facebook Ads,ads,2023-01-22,8586.75,924580,23485,3509,3139.15
HH.ru,job,2023-06-21,7722.13,22343,18113,2507,12951.81
Avito.ru,ads,2024-08-26,2813.74,218559,20502,950,7536.66
HH.ru,job,2023-07-11,4071.78,614515,37357,2643,10912.73
HH.ru,job,2023-03-18,9699.53,480272,2116,1026,12866.23
Official Website,web,2023-10-08,6347.43,127658,41226,4610,8450.99
VK Group,social,2023-12-30,8210.4,244284,33843,4543,18531.54
VK Group,social,2023-06-28,3381.32,873294,21031,3731,8292.49
Official Website,web,2023-08-26,2890.48,302665,40173,15,6493.8
Google Ads,ads,2023-05-15,8055.25,244558,17343,2276,17770.67
Telegram Channel,social,2023-10-07,7172.85,404021,20428,3997,3157.88
Google Ads,ads,2023-01-19,7128.8,439084,309,3802,2922.07
University Ads,ads,2024-08-17,5973.71,699703,45923,522,18746.12
University Ads,ads,2024-01-06,6072.21,477543,9900,4974,4574.88
HH.ru,job,2023-04-22,7621.28,438599,313,3270,3394.53
Avito.ru,ads,2024-11-06,3430.02,25040,22381,984,10935.78
Avito.ru,ads,2024-11-10,4174.92,428403,28107,2826,1412.38
VK Group,social,2023-08-09,8844.73,334822,38650,986,12590.29
Email Campaign,email,2023-10-31,3779.79,630684,40270,2743,9332.15
Google Ads,ads,2024-12-03,5916.79,167597,25648,630,12988.03
Facebook Ads,ads,2023-11-21,7323.76,48394,28475,4660,6036.77
Word of Mouth,referral,2024-03-12,9999.32,100672,403,4655,18156.71
Avito.ru,ads,2024-03-13,4917.62,119042,26511,3851,5776.32
Word of Mouth,referral,2023-06-19,4852.84,92546,24658,603,12932.51
HH.ru,job,2024-01-10,8583.3,598277,20531,1429,18929.29
Word of Mouth,referral,2024-07-10,8249.53,573940,7051,1952,8315.78
Facebook Ads,ads,2024-01-16,7579.68,388442,11753,632,3647.82
Official Website,web,2023-01-14,5169.07,381902,35035,3858,1833.46
Facebook Ads,ads,2024-10-30,3915.45,611798,6059,4539,19278.85
Word of Mouth,referral,2024-05-14,6478.57,739762,18117,3929,15392.18
Facebook Ads,ads,2024-10-07,8886.01,791962,32053,327,18419.57
Telegram Channel,social,2024-01-26,8954.0,452416,35342,2592,14127.24
HH.ru,job,2024-07-02,1976.49,912506,13955,1534,7177.75
Google Ads,ads,2024-07-18,4855.15,618110,21524,902,2898.82
Official Website,web,2024-06-13,5182.5,915842,35245,637,18621.48
Avito.ru,ads,2024-05-06,9798.54,156087,26426,4263,10047.57
University Ads,ads,2024-07-03,7101.98,857343,27358,3031,8231.93
Google Ads,ads,2024-11-29,4665.22,505892,19895,1464,11766.95
University Ads,ads,2024-01-20,1234.52,888638,4375,2781,2577.91
HH.ru,job,2023-07-15,6088.47,590509,45342,562,6529.47
Official Website,web,2023-10-27,1864.68,686055,9652,3600,12938.58
VK Group,social,2024-06-30,8510.05,296949,7375,4967,2452.4
Avito.ru,ads,2024-12-27,7772.67,34190,15585,2515,3137.23
Telegram Channel,social,2024-12-31,5144.58,655442,33640,2095,10456.46
VK Group,social,2024-08-24,4862.9,17997,12069,685,12657.41
HH.ru,job,2023-11-04,9076.05,382132,46213,1603,4146.53
Google Ads,ads,2023-09-09,3596.13,950256,7705,4407,1145.15
Telegram Channel,social,2023-01-08,3241.18,945573,34167,2692,19188.15
Facebook Ads,ads,2023-07-27,9452.78,658478,15953,3788,1036.11
Word of Mouth,referral,2023-05-11,8283.21,988989,24857,3274,540.01
Telegram Channel,social,2024-12-09,8385.63,460507,44965,1947,6805.14
HH.ru,job,2024-10-15,2756.74,40508,8437,625,4837.84
Email Campaign,email,2024-08-30,2289.66,883485,38031,4237,11684.93
Word of Mouth,referral,2023-01-26,1234.27,772488,12234,1641,17937.07
University Ads,ads,2024-09-14,3133.37,517787,1939,954,9881.6
Avito.ru,ads,2024-03-29,7967.71,454790,37462,4990,15579.37
University Ads,ads,2024-09-26,3160.35,979406,17286,3486,18229.93
Telegram Channel,social,2023-07-05,7561.93,334570,10290,480,4193.29
University Ads,ads,2024-04-28,3267.17,411740,17802,1965,10022.06
HH.ru,job,2024-11-10,4557.63,544359,16459,2406,13020.36
Facebook Ads,ads,2023-02-20,9848.46,114613,22602,3916,6971.72
Google Ads,ads,2023-01-05,3203.31,837898,32614,2100,14925.17
Avito.ru,ads,2024-08-11,4387.34,96132,37494,2833,14253.64
University Ads,ads,2023-06-09,3709.78,715454,12090,2539,8711.34
University Ads,ads,2023-07-27,1986.62,133515,43318,4183,2215.1
Telegram Channel,social,2023-09-14,5409.05,478533,3040,1069,725.59
Google Ads,ads,2023-07-24,4408.22,836671,24053,656,7702.32
VK Group,social,2023-01-11,7253.98,188632,7498,1363,2100.34
University Ads,ads,2023-01-08,8358.35,580212,38326,2709,15741.68
HH.ru,job,2024-02-13,5898.25,982046,2152,773,7019.35
Email Campaign,email,2023-02-01,1289.77,904662,44912,4081,13488.92
Avito.ru,ads,2024-06-23,6570.3,233447,6405,2336,7254.39
University Ads,ads,2024-12-18,1498.52,59264,8507,468,16020.8
HH.ru,job,2024-01-22,6547.21,77799,885,701,17824.04
HH.ru,job,2023-08-16,7165.27,231610,39847,2582,16831.53
Avito.ru,ads,2024-10-01,2779.91,48022,1735,2549,9947.23
VK Group,social,2024-04-19,8374.12,363322,14379,4179,2137.06
HH.ru,job,2024-12-24,9199.77,700939,14372,828,7748.37
Email Campaign,email,2023-07-26,8317.78,284715,10591,4260,8776.89
HH.ru,job,2023-11-14,3745.98,92753,12044,528,19224.95
HH.ru,job,2024-07-10,6279.79,844657,3209,4480,11527.2
HH.ru,job,2024-09-08,9233.34,279371,12615,4001,12996.5
Facebook Ads,ads,2023-12-14,3885.98,51189,37872,352,15749.07
Facebook Ads,ads,2023-08-22,8380.25,417423,22240,4653,11579.95
VK Group,social,2024-12-01,1085.28,777618,7545,2803,12170.45
University Ads,ads,2023-02-13,1032.82,350352,33152,3184,5283.89
HH.ru,job,2023-05-22,7837.4,849838,44641,4541,1647.9
Google Ads,ads,2024-10-09,7853.03,707143,43070,453,14567.02
University Ads,ads,2023-06-25,8100.79,635110,2513,4584,17049.35
VK Group,social,2024-10-15,9370.24,95587,18127,3714,8534.0
Official Website,web,2024-03-24,2061.16,694239,7335,1910,11203.83
University Ads,ads,2024-08-14,3087.86,300989,9419,1527,6492.06
University Ads,ads,2023-03-23,9133.52,20015,28148,4142,9279.3
Word of Mouth,referral,2023-05-15,2595.13,379744,30472,1566,4573.35
Telegram Channel,social,2024-12-19,7140.06,748321,6435,107,15317.79
Word of Mouth,referral,2023-06-26,5774.17,686856,28454,2871,10092.28
Email Campaign,email,2024-01-18,1748.74,928211,49895,1054,11169.55
Facebook Ads,ads,2023-08-31,3567.37,132146,27454,477,1223.22
Facebook Ads,ads,2024-07-20,5683.35,683127,41085,363,12636.77
Telegram Channel,social,2023-05-21,8671.15,36467,43105,81,4451.79
Avito.ru,ads,2024-04-01,7367.85,879654,48834,1385,7976.2
Avito.ru,ads,2024-03-15,6596.95,279262,36805,1085,8547.96
VK Group,social,2023-02-25,5464.3,73884,4907,1255,9250.29
Telegram Channel,social,2024-06-10,3688.16,676573,15050,1033,4935.01
University Ads,ads,2024-11-27,2073.2,107021,6436,1830,17077.15
Avito.ru,ads,2024-02-23,4681.68,222109,6624,999,8843.08
HH.ru,job,2023-03-29,1256.67,674228,17509,4565,12436.62
Google Ads,ads,2024-08-31,2899.5,586004,38590,2558,12471.78
University Ads,ads,2024-10-17,4892.35,398346,41998,4822,12336.2
Email Campaign,email,2023-01-08,4767.45,498085,36966,4472,11406.7
HH.ru,job,2024-04-21,1398.66,838955,15365,3731,16541.2
HH.ru,job,2023-08-03,6301.54,830460,9764,3117,16346.05
Telegram Channel,social,2024-11-15,5947.16,652179,28323,4712,8634.32
VK Group,social,2024-07-05,1702.94,413761,29930,2585,12899.0
Email Campaign,email,2024-05-11,9488.47,10357,13702,3056,2505.17
Avito.ru,ads,2024-11-24,1894.45,949292,10617,758,2270.07
Telegram Channel,social,2024-05-17,8693.51,244788,16659,1709,9858.37
Avito.ru,ads,2024-11-29,1002.79,373682,8195,611,18053.98
Telegram Channel,social,2023-09-02,8940.53,657059,47485,4725,13174.99
Telegram Channel,social,2024-04-22,1177.48,420018,22377,264,13549.72
Telegram Channel,social,2023-11-05,7820.31,919026,23825,2987,3574.63
VK Group,social,2023-08-19,4255.22,457955,19994,2734,9339.44
Telegram Channel,social,2024-01-18,7643.95,661905,31278,845,8315.42
Official Website,web,2023-06-04,4615.71,11593,40665,1860,15768.08
Google Ads,ads,2023-06-24,1638.17,538890,1050,4774,3187.57
Avito.ru,ads,2023-04-25,7907.56,384417,37304,3112,11014.22
University Ads,ads,2024-01-25,1641.27,793837,35612,3659,18271.35
Word of Mouth,referral,2023-11-07,9299.08,216185,48982,2543,17902.97
Email Campaign,email,2023-10-27,1458.77,120903,2020,2316,17120.57
Facebook Ads,ads,2023-01-18,5313.93,630153,9976,4358,7812.21
VK Group,social,2023-01-12,7507.31,283087,22096,503,18851.46
University Ads,ads,2024-02-08,4539.22,436228,6519,3315,16203.36
HH.ru,job,2024-12-04,2955.1,473324,9260,1140,17097.26
